id,title,body,tagname_list,author.id,added_at
8527,What are some majors I can take to become a professional basketball player?,<p>I have no idea what majors are around basketball.</p>,sports...,5377,2015-03-17 14:11:47.696574
6624,What type of lenses should i buy for my t3i?,<p>I im looking to do portraits and landscapes. i know i need a  wide angle but i don't know what lens.</p>,photography. t3i canon-cameras lens portrait-photography landscape,3701,2014-09-14 19:42:36.209944
4235,What's the average salary a first year teacher makes?,"<p>I'm a 11th grader and I have been interested in being a teacher, but I want a job that has a lot of money.</p>",k-12-education education,3002,2014-04-07 14:28:28.084276
12589,How can I become a SWAT team squad leader? ,<p>Hi my name is noah and im in 6 grade. I want to become a SWAT team squad leader someday. Do i need good grades in college to be a squad leader??</p>,shoot aim good save fight,7884,2015-10-26 14:46:03
1638,What is the best career to pursue if you are interested in medicine and science but also its societal impact?,"<p>I was wondering what occupations are the best fit for someone who is interested in medicine and science but not entirely sure if they want to be a doctor, which, to me at least, seems like the most typical career path for these interests. </p>",medicine,947,2013-03-31 07:54:16.821215
8819,"For someone interested in majoring in Electrical Engineering and minoring in Music (instrumental) and Mandarin, what careers would one recommend?","<p>I am a senior in high school who has a passion for playing the violin and self- teaching themselves languages. I recently did a summer program at Rose-Hulman Institute of Technology where I studied embedded controllers and processors and discovered my passion for engineering. The issue now is that I am not sure which career path I should take that would encompass all my interest. I was once considering possibly working for Pixar, but I am not sure if that is the best choice. I would really appreciate the advice.</p>",violinist engineering language-skills disney,5610,2015-03-24 16:07:42.002007
9335,What type of skills and attitudes are definitely needed to be a taxidermist?,"<p>I'm thinking of growing up to be a taxidermist since it interest me in both scientific and art terms. I don't really know in depth of what I really need, so I'm hoping to get answers from different points of views and people with experience. I'm still young, but I want to know what I need for the future. I hope that's not to much to ask.</p>",taxidermyexperience definitep.o.v taxidermy,5904,2015-04-19 11:57:08.066063
6987,What will it take to become a youth pastor?,"<p>I am a senior in high school and want to pursue youth ministry in college. However, I am not sure what units and programs will help me best.</p>",collegecounselor youthministry christiancollege youthpastor,4236,2014-10-21 13:20:00.592257
1586,How long do you have to wait before your career takes off?,<p>I am a senior going to college to major in theater and i would like to know whats the average wait time for a role to be assigned. I'm not going to ever give up but i would like to know how long i would have to find a filler job. Acting is my passion please inform me. </p>,acting,927,2013-03-27 14:50:36.793101
12481,What type  of engineers are there,<p>I'm a 6th grader and i need to know more about Engineering.</p>,engennering,7879,2015-10-25 16:25:24.032229
9057,What career is better Civil Engineer or being a business marketing manager?,"<p>Hi I am in 10th grade and i am trying to decide between being a civil engineer and business marketing manger. I really like math, but at the same time i like to create and design objects.</p>",marketing-manager math civil-engineering,5766,2015-04-07 10:39:00.188875
3718,How can I become an international journalist like for BBC World News or something similar?,"<p>I am writer and I am passionate about world issues. I plan to double major in journalism and audio/recording/studio engineering. Journalism is a career I am deeply considering alongside recording engineering. However, I like discussing world issues, and I like to explore the context of situations and BBC has always intrigued me touching on a variety of topics, and exploiting the truth about particular scenarios. </p>",international news-writing journalism world-cultures foreign-affairs,2724,2014-03-26 14:13:22.326998
